index,ocupacion,clasificacion-oit
27257,analista de rrss,24
27258,mercaderista nestle,52
27259,desarrollo de negocios,24
27260,secretaria admin,41
27261,peoneta reparto,83
27262,asistente microbiologia,32
27263,operador de caledera,81
27264,ayudante chofer instalaci,83
27265,ayudante preintalado,31
27266,asitente de enfermos,32
27267,cajera multifunciones,42
27268,encargado de compra,24
27269,maestro electrico  terre,72
27270,guarda parque mantencion,61
27271,barredor peoneta,91
27272,vendedora optica,52
27273,asistente perfumeria,42
27274,enc gestion escolar,23
27275,extraportuaria,93
27276,asesor comunicaciones,25
27277,operador hidraulico,81
27278,recepcionista carga,42
27279,operador polivalente,81
27280,superv de produccion,13
27281,tecico en enfermeria,32
27282,vuelta palo,96
27283,limpeasa de caminos,96
27284,operador de laminacion,81
27285,carterp,83
27286,operario  de maquinaria,72
27287,trabajador de casa partic,91
27288,operador de gruas orquill,81
27289,operador d,81
27290,muestreador de screening,32
27291,tecnicos mantenimiento,31
27292,jefe de proyecto informat,25
27293,asistente y ejecutiva,44
27294,maestro frp,23
27295,conductor de microbuses,83
27296,transporte logistico,24
27297,bombero de combustible,83
27298,aseo de cintas,81
27299,analista externo,24
27300,coordinadora reginal,11
27301,aux de basura,96
27302,asistente piloto roboth,81
27303,encargado de cultivo,61
27304,profesora diferrencial,23
27305,ejecutivo logistico,12
27306,radioperadora,35
27307,distribucion maquinaria i,72
27308,manipulador de equipo,81
27309,aux de acopio,91
27310,asistente multiproposito,41
27311,encargado de oficina tecn,41
27312,operador planta de riles,81
27313,jefe prevencion,14
27314,bodeguero y conductor,83
27315,profesor taller atletismo,23
27316,embaladora y seleccionado,82
27317,tecnico electronico 1,31
27318,operador filtro,81
27319,jefe centro distribucion,13
27320,tecnico de imagenes,32
27321,operario sala de maquinas,81
27322,ventas tecnicas,24
27323,encargada de instalacion,71
27324,director de aseo y ornato,11
27325,bodeguero de alimentos,82
27326,conformado,43
27327,planificador de mantencio,31
27328,supervisor  conductor,83
27329,perario de faena,92
27330,anfitriona del boulevar p,42
27331,movilizador lavador,91
27332,operativo portuario,81
27333,terrazador,71
27334,chofer inspector,83
27335,asistente y apoyo adminis,44
27336,jornal señalizacion,71
27337,ejecutivo de socios,11
27338,atencion publico y chofer,42
27339,tensador,81
27340,tecreparaciones,73
27341,profesora ed parvularia,23
27342,auxiliar exterior,42
27343,operario de maquinas impr,72
27344,educador a de parvulos,23
27345,jefe packig,13
27346,internador de carga,83
27347,tripulante mnm,83
27348,empaque vendedora,52
27349,cajero atencion clientes,42
27350,analista relacion laboral,24
27351,ejecutiva de anulacion,11
27352,encargado vehiculo bodega,83
27353,ayudante en sondaje,92
27354,op mayor,no se puede clasificar "op mayor" ya que no se proporciona suficiente información sobre su naturaleza ocupacional.
27355,adm de local,41
27356,servivio cliente,42
27357,terminacion limpiafina,91
27358,guardia diurno,54
27359,electricista y montajista,71
27360,auxiliar contrata,44
27361,tecnico veternario,32
27362,ecomme,24
27363,operador tuneles,81
27364,operario lavanderia,91
27365,instalacion papel mural,71
27366,ejecutiva tec comercial,12
27367,labores de leña,62
27368,varias activades,96
27369,reparacion y montaje,72
27370,secretaria de consejal,41
27371,guardia de seguridad moto,54
27372,cirujano plastico,22
27373,instalador jefe,31
27374,jefe de desabolladura,73
27375,ayundante staquer,92
27376,tmt tobillo pie,22
27377,coordinador ges,24
27378,encargada de adquisiones,24
27379,superviso agricola,61
27380,operado de grua horquilla,81
27381,chofer instalador,83
27382,conductor y operario,83
27383,auxilar de servicios gene,51
27384,operadora maquinaria,81
27385,rpofesora,23
27386,operario de insumo,75
27387,enc area de operacio ed,13
27388,medico veterinario asesor,21
27389,ejecutivo financiero,12
27390,limpieza de salmon,92
27391,mestro en pintura,23
27392,guardia encargado llave,54
27393,mestro supervisor,23
27394,cortadora de temporada,92
27395,representante medico a te,21
27396,directora escuela,23
27397,impectora patio,91
27398,analista funcional,25
27399,gerente de marketin,12
27400,maestro flotacion,21
27401,camarografo de gobierno r,23
27402,analista de aguas,21
27403,ventas volantes,95
27404,gestor de rrhh,24
27405,auxiliar de embasados,91
27406,ag educativo,23
27407,control de claidad,31
27408,ayudante carrocero de 1er,72
27409,auxiliar de unidad,41
27410,ing de sistemas,25
27411,asistente tecnico de pie,34
27412,asistente de productos,42
27413,ayudante de granallador,92
27414,paradoicente,23
27415,ayudante de apoyo,44
27416,tecnico reparacion y mant,31
27417,tallerista de bajo electr,31
27418,ayudante de singer,73
27419,capatas de obra civiles,71
27420,aux de reciclage,96
27421,jefe operciones,13
27422,ejecutivo de captacion,12
27423,labores de riego mantenci,61
27424,gabarrero,62
27425,ingeniero inventario red,21
27426,recaudadora de boleteria,42
27427,operador dde maquinaria,81
27428,sale advayser,24
27429,analista cantable,33
27430,operario de monitoreo,81
27431,administradora proyectos,24
27432,cosechando durazno,63
27433,tens casa reposo,22
27434,director de personas,12
27435,trabajo de riego,61
27436,ayudante mantecion indust,72
27437,tec en veterinaria,32
27438,reponedora sala de venta,52
27439,ordeño,63
27440,soldaron,11
27441,asistente de proceso,43
27442,asistente en cocina,94
27443,ingeniero de equipos,21
27444,revisor de expediente,34
27445,gerente auditoria y comp,12
27446,embazadora,11
27447,asistente en sonido,31
27448,ayudante de molino,92
27449,analista formartiva,24
27450,dirigente a junji,11
27451,tecnicoen alimentos,31
27452,tec en integracion,35
27453,corte y reposicion de ser,73
27454,director tecnico laborato,31
27455,jefe de capacitaciones,24
27456,subrogante,23
27457,directora escuela especia,23
27458,administracion expedicion,33
27459,ayudante procesos lacteos,75
27460,jefe lecheria,61
27461,encargada de perfumeria,53
27462,itamae,94
27463,grua uno,83
27464,gerente adm y finanza,12
27465,ayudante de matencion,53
27466,maestro procesos,36
27467,digitador ges,41
27468,electrico de camiones,72
27469,currir,96
27470,coordiandor de integraci,24
27471,encargado u de emergenci,12
27472,encargado de soonosis,22
27473,jefe icomers,12
27474,jefe de agua y cultura,21
27475,ayudante fiambreria,91
27476,operado de camara,81
27477,recibidor de uva,92
27478,vendedora telemarketing,52
27479,encargada amb escolar,23
27480,tramolla,71
27481,mi chefs,94
27482,tecnico en ambulancia,32
27483,ejecutiva de atencion al,42
27484,operador de escraper,81
27485,ejecutivo atenc a cliente,42
27486,tecnico en atencion ded p,32
27487,jefe de inversiones,12
27488,conductor administrivo,41
27489,especialista de confiabil,21
27490,encargado formatica,25
27491,supervisor de vetas,12
27492,sellador de bolsas y caja,82
27493,secretaria de vicedecano,41
27494,coordinadora admnistrativ,33
27495,visitadora medica en terr,24
27496,operador de transpaleta,81
27497,auxiliar revisador,43
27498,planchador y remachador,72
27499,mantencion taller,31
27500,abogada coordinadora de c,26
27501,auxiliar de maquinas,81
27502,auxilkiar de cocina,94
27503,profesora de motricidad,23
27504,en conectividad y redes,25
27505,inspectora tec,31
27506,encargado de distribucion,14
27507,anestecista,22
27508,encargada cajera,42
27509,vucanizador,75
27510,operario picke,82
27511,jefa cobranzas,13
27512,ingeniero training,31
27513,profesora e basica,23
27514,operario operador de car,81
27515,coordinador actividades t,33
27516,tecnico anestecista,32
27517,supervisor covid,32
27518,opbrero agricola,92
27519,oficial tercera,23
27520,encargado buffet,14
27521,ingeniero en sistemas,21
27522,profesora de edeucacion d,23
27523,tutor rotativo ex etd,23
27524,profesora aula,23
27525,auxiliar de obras menores,71
27526,tecnico contable,33
27527,manipulador de maquinari,81
27528,director operaciones,13
27529,tecnico alimentos,32
27530,monitor de bateria,23
27531,operaeia,91
27532,psicopedagoga y psicologa,23
27533,administracion compra pub,24
27534,periodoncista,22
27535,tencivista pediatrica,32
27536,administrativaatenc pub,41
27537,maestra post venta,24
27538,bodeguero y reparto,82
27539,transpaletero,81
27540,tecn en atencionde parv,36
27541,tecnico inspector de fuga,31
27542,embalador 1,92
27543,supervisor de servi grles,42
27544,operaria moldeo,75
27545,ejecutiva nivel 1,11
27546,chofer camion pluma,83
27547,instalador reg gas,72
27548,obrero apicola,92
27549,ejecutiva calla center,12
27550,maestro albanil,71
27551,transporte y pioneta,83
27552,operadora en cocina,94
27553,tecnico redes,31
27554,tecnico en educaci parvu,36
27555,gestor de seguros,24
27556,asiste de rrhh,33
27557,mantenion y aseo,91
27558,operativo de limpieza,91
27559,capataz obra,73
27560,profesional ptd,24
27561,vendedor treponedor,52
27562,operaria de pedido,93
27563,jefe centro atencion tele,33
27564,ayudante de cabezal,93
27565,ayudante maestro pulidor,73
27566,coordinado de proyecto,24
27567,auxlilar de aseo,91
27568,analista atencion al cli,42
27569,gaarzona,62
27570,operario y supervisor,71
27571,asitente de operaciones,33
27572,encargado de queseria,75
27573,sinior a,23
27574,sicologada,22
27575,pdagogia,23
27576,director de dideco,11
27577,despacho y recepcion,41
27578,auxiliar de cervicio,41
27579,operador de redes de agua,81
27580,encargado de rendiciones,33
27581,pantonero,91
27582,telemarketing,42
27583,diseño grafico,73
27584,tecnico fusion fibra opt,31
27585,guardia de seeguridad,54
27586,escareador,96
27587,administrador casa partic,44
27588,operaris,71
27589,cirujana dentisca,22
27590,nutricionista deportiva,22
27591,encargada pae,41
27592,tecnico metalurgico,72
27593,chofer a,83
27594,atendedor bomba,83
27595,fiscal jefe,12
27596,ejecutivo de distribucion,11
27597,operaria de servicio,51
27598,auxiliar no farma,32
27599,asistente de prencista,34
27600,multifuncional rotiseria,53
27601,analista de capacitacion,33
27602,directora s,11
27603,secretaria facultad ing,41
27604,soldador maestranza,72
27605,inspector tecnico de obri,71
27606,acristalador,71
27607,guardabosques,62
27608,encargada de rentas,33
27609,paleizador,91
27610,director de proteccion,11
27611,jefe de trade marketing,24
27612,podaor,92
27613,prevencionista empresa,21
27614,jefa de post venta,12
27615,operador de acerradero,81
27616,armador ados,72
27617,seleccionador de frutas,62
27618,maquinista de piso,81
27619,capachero,92
27620,maestro embalador,82
27621,trabajador auxiliar,44
27622,conductor y repartidor mercaderia,83
27623,ejecutiva de afiliacion,11
27624,segurida,54
27625,ajecutivo prevencion de r,11
27626,aseadora y operaria,91
27627,apoyo comercial,33
27628,jefe de puentes,31
27629,horno e,91
27630,cooperador de maquinaria,71
27631,asist de aula diferncial,36
27632,mantencion sala residuos,91
27633,encargada subjefa,12
27634,operario de grua torre,81
27635,operador router,25
27636,operador de bencinera,83
27637,administ de instalac fisc,81
27638,operario de multivac,75
27639,tecnico de tienda,41
27640,jefe de area grafica,73
27641,balatas y cambio aceite,72
27642,operario sac,71
27643,analista post venta,24
27644,apoyo prevencion perdidas,14
27645,aux de sala,41
27646,auxiliar de trigo,61
27647,lider de opraciones,13
27648,podologia minal,22
27649,encargada de presupuestos,33
27650,cardenero,61
27651,asistente servicio menore,51
27652,fonolodiologa,22
27653,ad parvulo,23
27654,t diferencial escuela esp,23
27655,coordinadora 2 ciclo,23
27656,encargada tesoreria y pro,33
27657,tegnologo quimica,31
27658,tecmecanico mantencion,31
27659,ejecutiva ser al cliente,42
27660,encapsulado,21
27661,perencista,21
27662,cuidadora etd,53
27663,sensadora de bodega,43
27664,reposicion nocturna,41
27665,trabajos agricola,63
27666,oficial 4 contrata,14
27667,monitora industrial,31
27668,operaria panaderia,75
27669,tecnico en dialisis,32
27670,ingeniero desarrollo nego,21
27671,profesora 1er basico,23
27672,multifucional,no se proporciona una ocupación específica llamada "multifuncional" en la clasificación de la oit. si deseas que clasifique una ocupación específica o más detalles sobre lo que implica ser "multifuncional", por favor aclara o proporciona más información.
27673,primer oficial de cubiert,14
27674,conferente despacho,41
27675,diseñador multimedia,25
27676,coordinadora obras portua,13
27677,jefe de prencion,22
27678,surtidor de combustible,83
27679,asisteste de aula,36
27680,m2 maestro,23
27681,tecnico de fermentation,31
27682,continuista,61
27683,cordinadora de higiene,32
27684,encargado de punto verde,91
27685,escogedor de metales,72
27686,supervisora y maquinista,82
27687,capataz montaje elect,71
27688,avi,22
27689,operadora de guillotina,72
27690,ordeñador y otras labores,63
27691,aplicadora podadora,61
27692,ayudante area refuerzos,41
27693,operador tejedor,75
27694,reposison local terreno,63
27695,premecanica,92
27696,supervisora de procedos,13
27697,operaciones mantencion,73
27698,auxiliar camion,83
27699,maestro 2° caldelero,23
27700,m1 de las redes de incend,31
27701,corte de material,72
27702,silvicultura preventiva,62
27703,apoyo supervision,34
27704,encargada patio,91
27705,asistente de criolab,32
27706,auxiliar de aseo crew,91
27707,tecnico operativo de caus,31
27708,enc mantenimiento e insta,31
27709,custodia y perfumeria,54
27710,instructora de esqui,34
27711,ingeniera sgia,21
27712,op de horno,75
27713,auxiliar de aseo portero,91
27714,jefe de parrilla,94
27715,vendedora rotisetia,52
27716,gerente area,12
27717,asistente de coccion,94
27718,operario faenas generales,93
27719,ayudante soldador hdpe,72
27720,operario de andarivel,81
27721,supervisor area,12
27722,cortadora y costurera,75
27723,agente de oficina,41
27724,garzona y barista,52
27725,descargador de alimentos,92
27726,jefa de auxiliar de aseo,91
27727,atendedor de copec,52
27728,arsenalera y tec anestesi,32
27729,tecnico telecomnicacion,35
27730,operario de operacion,81
27731,patio,91
27732,planificador electrico,21
27733,vendedor full,52
27734,tecnico y jefa de local,12
27735,ggerente de operaciones,13
27736,cajer multifuncion,42
27737,ingreso y despacho,33
27738,ayudante transferencias,43
27739,instalador de metal,72
